id,president,speech_type,sequence,paragraph_id,content,is_applause,word_count,char_count,sentence_count,reading_time_seconds
obama_sotu_02_001,Obama,SOTU,02,1,"BARACK OBAMA Address to a Joint Session of Congress January 20, 2015 Madam Speaker, Vice President Biden, Members of Congress, distinguished guests, and fellow Americans: Our Constitution declares that from time to time, the President shall give to Congress information about the state of our Union.",0,46,299,1,13.8
obama_sotu_02_002,Obama,SOTU,02,2,"For 220 years, our leaders have fulfilled this duty. They've done so during periods of prosperity and tranquility, and they've done so in the midst of war and depression, at moments of great strife and great struggle. It's tempting to look back on these moments and assume that our progress was inevitable, that America was always destined to succeed.",0,59,351,3,17.7
obama_sotu_02_003,Obama,SOTU,02,3,"But when the Union was turned back at Bull Run and the Allies first landed at Omaha Beach, victory was very much in doubt.",0,24,122,1,7.2
obama_sotu_02_004,Obama,SOTU,02,4,"When the market crashed on Black Tuesday and marchers were beaten on Bloody Sunday, the future was anything but certain. These were the times that tested the courage of our convictions and the strength of our Union. And despite all our divisions and disagreements, our hesitations and our fears, America prevailed because we chose to move forward as one Nation, as one people.",0,63,376,3,18.9
obama_sotu_02_005,Obama,SOTU,02,5,"Again, we are tested. And again, we must answer history's call. One year ago, I took office amid two wars, an economy rocked by a severe recession, a financial system on the verge of collapse, and a Government deeply in debt.",0,41,225,3,12.3
obama_sotu_02_006,Obama,SOTU,02,6,"Experts from across the political spectrum warned that if we did not act, we might face a second depression. So we acted, immediately and aggressively. And 1 year later, the worst of the storm has passed.",0,36,204,3,10.8
obama_sotu_02_007,Obama,SOTU,02,7,But the devastation remains. One in 10 Americans still cannot find work. Many businesses have shuttered.,0,16,104,3,4.8
obama_sotu_02_008,Obama,SOTU,02,8,"Home values have declined. Small towns and rural communities have been hit especially hard. And for those who'd already known poverty, life's become that much harder.",0,26,166,3,7.8
obama_sotu_02_009,Obama,SOTU,02,9,"This recession has also compounded the burdens that America's families have been dealing with for decades: the burden of working harder and longer for less, of being unable to save enough to retire or help kids with college. So I know the anxieties that are out there right now. They're not new.",0,52,295,3,15.6
obama_sotu_02_010,Obama,SOTU,02,10,"These struggles are the reason I ran for President. These struggles are what I've witnessed for years, in places like Elkhart, Indiana; Galesburg, Illinois. I hear about them in the letters that I read each night.",0,36,213,3,10.8
obama_sotu_02_011,Obama,SOTU,02,11,"The toughest to read are those written by children asking why they have to move from their home, asking when their mom or dad will be able to go back to work.",0,32,158,1,9.6
obama_sotu_02_012,Obama,SOTU,02,12,"For these Americans and so many others, change has not come fast enough. Some are frustrated, some are angry. They don't understand why it seems like bad behavior on Wall Street is rewarded, but hard work on Main Street isn't, or why Washington has been unable or unwilling to solve any of our problems.",0,54,303,3,16.2
obama_sotu_02_013,Obama,SOTU,02,13,They're tired of the partisanship and the shouting and the pettiness. They know we can't afford it. Not now.,0,19,108,3,5.7
obama_sotu_02_014,Obama,SOTU,02,14,"So we face big and difficult challenges. And what the American people hope, what they deserve, is for all of us, Democrats and Republicans, to work through our differences, to overcome the numbing weight of our politics.",0,37,220,2,11.1
